mass	pressure	temperature	radius	density	specificenergy	dm	h1	he3	he4	c12	n14	o16	ne20	mg24
1.9884094641686114e+33	628699772.3699775	397354.72642529936	67622040002.82442	4.575612014398946e-05	1037354624.4104627	1.7326302438575157e+26	1.2994726828931367e+26	0	4.331575609643789e+25	0	0	0	0	0
1.988409290905587e+33	726425824.5412189	411969.7957461436	67552470002.92529	5.0992953931119334e-05	1198602610.493011	1.9305414771684057e+26	1.4479061078763043e+26	0	4.826353692921014e+25	0	0	0	0	0
1.9884090978514393e+33	835361097.9253659	426614.99773119314	67482900003.02616	5.662684943661173e-05	1378345811.5768538	2.1431314408014533e+26	1.60734858060109e+26	0	5.357828602003633e+25	0	0	0	0	0
1.9884088835382954e+33	956374063.4814708	441290.4255063939	67413330003.12704	6.267402068642428e-05	1578017204.744427	2.3709467972351985e+26	1.778210097926399e+26	0	5.927366993087996e+25	0	0	0	0	0
1.9884086464436156e+33	1090371671.9817967	455996.17257070774	67343760003.22791	6.915086775067981e-05	1799113258.7699647	2.6145364655234496e+26	1.9609023491425873e+26	0	6.536341163808624e+25	0	0	0	0	0
1.988408384989969e+33	1238300042.213324	470732.33279759885	67274190003.32878	7.607397861405915e-05	2043195069.6519847	2.8744516328279333e+26	2.15583872462095e+26	0	7.186129082069833e+25	0	0	0	0	0
1.9884080975448057e+33	1401145159.3057451	485499.0004365158	67204620003.42965	8.346013106503414e-05	2311889512.8544793	3.1512457660111645e+26	2.3634343245083732e+26	0	7.878114415027911e+25	0	0	0	0	0
1.988407782420229e+33	1579933583.327768	500296.27011439955	67135050003.530525	9.1326294604146e-05	2606890412.490817	3.445474623297377e+26	2.5841059674730326e+26	0	8.613686558243442e+25	0	0	0	0	0
1.9884074378727667e+33	1775733168.2948194	515124.236837177	67065480003.6314	9.968963237150451e-05	2929959727.686452	3.757696265988503e+26	2.818272199491377e+26	0	9.394240664971257e+25	0	0	0	0	0
1.98840706210314e+33	1989653791.7338572	529982.9959912699	66995910003.73228	0.0001085675030937165	3282928756.3608646	4.088471070248223e+26	3.0663533026861674e+26	0	1.0221177675620558e+26	0	0	0	0	0
1.988406653256033e+33	2222848094.952696	544872.6433451109	66926340003.83314	0.0001179774630504383	3667699356.6719484	4.4383617389471545e+26	3.328771304210366e+26	0	1.1095904347367886e+26	0	0	0	0	0
1.988406209419859e+33	2476512234.1630845	559793.2750506533	66856770003.93401	0.00012793726806074307	4086245186.369089	4.80793331356753e+26	3.6059499851756476e+26	0	1.2019833283918825e+26	0	0	0	0	0
1.9884057286265277e+33	2751886642.609583	574744.9876449081	66787200004.03489	0.00013846487548952537	4540612960.305812	5.197753186179452e+26	3.898314889634589e+26	0	1.299438296544863e+26	0	0	0	0	0
1.988405208851209e+33	3050256803.8571815	589727.8780514668	66717630004.13576	0.0001495784462741201	5032923726.364349	5.6083911114685956e+26	4.2062933336014465e+26	0	1.4020977778671489e+26	0	0	0	0	0
1.9884046480120979e+33	3372954036.3938575	604742.0435820385	66648060004.23663	0.00016129634697136116	5565374160.049866	6.040419218835358e+26	4.530314414126519e+26	0	1.5101048047088395e+26	0	0	0	0	0
1.988404043970176e+33	3721356289.7058024	619787.5819379957	66578490004.3375	0.00017363715182528206	6140237878.014574	6.494412024554571e+26	4.870809018415928e+26	0	1.6236030061386428e+26	0	0	0	0	0
1.9884033945289735e+33	4096888951.9850206	634864.5912119125	66508920004.43838	0.00018661964485565776	6759866770.775284	6.970946443993633e+26	5.228209832995224e+26	0	1.7427366109984082e+26	0	0	0	0	0
1.9884026974343292e+33	4501025669.632321	649973.1698891306	66439350004.53925	0.0002002628219676279	7426692354.89333	7.47060180390673e+26	5.602951352930048e+26	0	1.8676504509766825e+26	0	0	0	0	0
1.9884019503741487e+33	4935289178.719142	665113.4168493117	66369780004.64013	0.00021458589308258013	8143227144.886583	7.993959854775155e+26	5.995469891081366e+26	0	1.9984899636937887e+26	0	0	0	0	0
1.9884011509781633e+33	5401252148.57564	680285.4313680038	66300210004.74099	0.00022960828429053598	8912066045.149805	8.541604783223828e+26	6.406203587417871e+26	0	2.135401195805957e+26	0	0	0	0	0
1.988400296817685e+33	5900538037.673847	695489.3131182159	66230640004.84186	0.0002453496400242504	9735887762.161848	9.11412322449703e+26	6.835592418372772e+26	0	2.2785308061242574e+26	0	0	0	0	0
1.9883993854053626e+33	6434821961.9768	710725.1621719858	66161070004.94273	0.0002618298252552334	10617456237.261719	9.712104274991223e+26	7.284078206243417e+26	0	2.4280260687478057e+26	0	0	0	0	0
1.9883984141949352e+33	7005831575.928373	725993.0790019758	66091500005.04361	0.0002790689277119508	11559622100.281815	1.033613950486919e+27	7.752104628651893e+26	0	2.5840348762172975e+26	0	0	0	0	0
1.9883973805809847e+33	7615347966.258541	741293.164483054	66021930005.144485	0.00029708726012038695	12565324144.326593	1.0986822970713992e+27	8.240117228035494e+26	0	2.746705742678498e+26	0	0	0	0	0
1.9883962818986876e+33	8265206558.783465	756625.5198938904	65952360005.24536	0.0003159053624672269	13637590821.992716	1.1664751228264088e+27	8.748563421198066e+26	0	2.916187807066022e+26	0	0	0	0	0
1.988395115423565e+33	8957298038.381145	771990.246918561	65882790005.34623	0.00033554400428588226	14779541763.32889	1.2370523345206363e+27	9.277892508904771e+26	0	3.0926308363015907e+26	0	0	0	0	0
1.9883938783712305e+33	9693569282.325464	787387.4476481467	65813220005.44709	0.0003560241869655763	15994389315.837017	1.3104740914024312e+27	9.828555685518235e+26	0	3.276185228506078e+26	0	0	0	0	0
1.988392567897139e+33	10476024307.16584	802817.2245823556	65743650005.547966	0.00037736714608376047	17285440106.823635	1.3868008064933987e+27	1.040100604870049e+27	0	3.467002016233497e+26	0	0	0	0	0
1.9883911810963326e+33	11306725229.33951	818279.6806311377	65674080005.64884	0.00039959435376205765	18656096628.41019	1.4660931478851373e+27	1.099569860913853e+27	0	3.665232869712843e+26	0	0	0	0	0
1.9883897150031848e+33	12187793239.708345	833774.9191163081	65604510005.74972	0.0004227275210459969	20109858845.51877	1.5484120400447307e+27	1.161309030033548e+27	0	3.871030100111827e+26	0	0	0	0	0
1.9883881665911446e+33	13121409592.213995	849303.0437731832	65534940005.850586	0.0004467886003087826	21650325827.15309	1.6338186651258707e+27	1.225363998844403e+27	0	4.084546662814677e+26	0	0	0	0	0
1.9883865327724794e+33	14109816606.846561	864864.1587522064	65465370005.95146	0.00047179978767931485	23281197401.296825	1.7223744642851895e+27	1.291780848213892e+27	0	4.305936160712974e+26	0	0	0	0	0
1.9883848103980152e+33	15155318687.128193	880458.368620605	65395800006.05233	0.0004977835254947674	25006275833.76152	1.8141411390081742e+27	1.3606058542561306e+27	0	4.5353528475204355e+26	0	0	0	0	0
1.9883829962568763e+33	16260283352.31052	896085.7783640305	65326230006.153206	0.0005247625047779	26829467531.312355	1.9091806524371956e+27	1.4318854893278966e+27	0	4.772951631092989e+26	0	0	0	0	0
1.988381087076224e+33	17427142284.4925	911746.4933882152	65256660006.254074	0.0005527596677394102	28754784769.41263	2.0075552307090386e+27	1.505666423031779e+27	0	5.0188880767725966e+26	0	0	0	0	0
1.9883790795209932e+33	18658392390.865505	927440.6195206357	65187090006.35494	0.000581798210305564	30786347444.928085	2.1093273642978458e+27	1.5819955232233843e+27	0	5.2733184107446144e+26	0	0	0	0	0
1.9883769701936289e+33	19956596881.294903	943168.2630121724	65117520006.45582	0.0006119015846713424	32928384854.13659	2.2145598093629203e+27	1.6609198570221902e+27	0	5.536399523407301e+26	0	0	0	0	0
1.9883747556338194e+33	21324386361.453575	958929.5305387935	65047950006.556694	0.0006430935018794194	35185237496.3984	2.3233155891070412e+27	1.7424866918302807e+27	0	5.808288972767603e+26	0	0	0	0	0
1.9883724323182303e+33	22764459941.720364	974724.5292032264	64978380006.65757	0.0006753979344251622	37561358903.8386	2.4356579951356348e+27	1.8267434963517263e+27	0	6.089144987839087e+26	0	0	0	0	0
1.9883699966602352e+33	24279586362.06487	990553.3665366465	64908810006.75844	0.0007088391188879776	40061317497.407036	2.55165058882639e+27	1.9137379416197928e+27	0	6.379126472065976e+26	0	0	0	0	0
1.9883674450096463e+33	25872605133.139317	1006416.1505003688	64839240006.85931	0.0007434415585892435	42689798469.67988	2.671357202703911e+27	2.0035179020279332e+27	0	6.678393006759778e+26	0	0	0	0	0
1.9883647736524435e+33	27546427693.802277	1022312.9894875389	64769670006.960175	0.0007792300262770908	45451605694.77375	2.794841941818936e+27	2.096131456364202e+27	0	6.98710485454734e+26	0	0	0	0	0
1.9883619788105017e+33	29304038585.304657	1038243.9923248483	64700100007.06105	0.0008162295668383615	48351663665.752686	2.92216918513902e+27	2.1916268888542647e+27	0	7.30542296284755e+26	0	0	0	0	0
1.9883590566413167e+33	31148496642.365498	1054209.268274235	64630530007.16193	0.0008544655000379378	51395019459.90307	3.05340358693866e+27	2.290052690203995e+27	0	7.63350896734665e+26	0	0	0	0	0
1.9883560032377297e+33	33082936201.37542	1070208.9270346055	64560960007.262794	0.0008939634232857944	54586844732.26944	3.188610078201388e+27	2.3914575586510412e+27	0	7.97152519550347e+26	0	0	0	0	0
1.9883528146276515e+33	35110568325.96249	1086243.0787435484	64491390007.36366	0.0009347492144319992	57932437737.8381	3.3278538680234925e+27	2.4958904010176194e+27	0	8.319634670058731e+26	0	0	0	0	0
1.9883494867737834e+33	37234682050.16488	1102311.8339790732	64421820007.46454	0.0009768490345900176	61437225382.77205	3.4712004450306717e+27	2.603400333773004e+27	0	8.678001112576679e+26	0	0	0	0	0
1.9883460155733383e+33	39458645639.45073	1118415.303761339	64352250007.565414	0.0010202893309885284	65106765305.093704	3.618715578792739e+27	2.714036684094554e+27	0	9.046788946981847e+26	0	0	0	0	0
1.9883423968577594e+33	41785907869.835205	1134553.5995543955	64282680007.66629	0.0010650968398520989	68946747985.22809	3.770465321250729e+27	2.827848990938047e+27	0	9.426163303126823e+26	0	0	0	0	0
1.9883386263924383e+33	44219999325.3453	1150726.8332679325	64213110007.76715	0.0011112985893109973	72962998886.81975	3.9265160081483937e+27	2.9448870061112953e+27	0	9.816290020370984e+26	0	0	0	0	0
1.9883346998764302e+33	46764533714.08497	1166935.1172590249	64143540007.86803	0.0011589219023404118	77161480628.2402	4.0869342604672296e+27	3.065200695350422e+27	0	1.0217335651168074e+27	0	0	0	0	0
1.9883306129421697e+33	49423209203.163124	1183178.5643339036	64073970007.9689	0.0012079943997294598	81548295185.21915	4.2517869858754436e+27	3.1888402394065827e+27	0	1.0629467464688609e+27	0	0	0	0	0
1.9883263611551837e+33	52199809772.73975	1199457.2877497147	64004400008.06977	0.0012585440030801775	86129686125.0206	4.4211413801730424e+27	3.3158560351297816e+27	0	1.1052853450432606e+27	0	0	0	0	0
1.9883219400138034e+33	55098206589.459496	1215771.4012162902	63934830008.17065	0.0013105989378368761	90912040872.60817	4.5950649287506284e+27	3.4462986965629714e+27	0	1.1487662321876571e+27	0	0	0	0	0
1.9883173449488746e+33	58122359399.54052	1232121.0188979304	63865260008.271515	0.0013641877363461605	95901893009.24185	4.7736254080521357e+27	3.580219056039102e+27	0	1.1934063520130339e+27	0	0	0	0	0
1.9883125713234665e+33	61276317941.788376	1248506.2554151781	63795690008.37239	0.0014193392409478738	101105924603.9508	4.956890887040459e+27	3.717668165280344e+27	0	1.2392227217601148e+27	0	0	0	0	0
1.9883076144325795e+33	64564223380.817116	1264927.2258466235	63726120008.47327	0.0014760826070973967	106530968578.34824	5.144929728678526e+27	3.858697296508895e+27	0	1.2862324321696316e+27	0	0	0	0	0
1.988302469502851e+33	67990309760.74935	1281384.04573069	63656550008.57414	0.0015344473065194738	112184011105.23642	5.337810591404341e+27	4.003357943553256e+27	0	1.3344526478510853e+27	0	0	0	0	0
1.9882971316922596e+33	71558905479.6853	1297876.8310674406	63586980008.675	0.0015944631303940048	118072194041.48074	5.53560243062123e+27	4.1517018229659223e+27	0	1.3839006076553074e+27	0	0	0	0	0
1.988291596089829e+33	75274434785.22623	1314405.6983203888	63517410008.77587	0.0016561601925740837	124202817395.62326	5.738374500191449e+27	4.3037808751435867e+27	0	1.4345936250478622e+27	0	0	0	0	0
1.9882858577153288e+33	79141419291.3411	1330970.7644183051	63447840008.87675	0.0017195689328365754	130583341830.7128	5.946196353931907e+27	4.4596472654489305e+27	0	1.4865490884829767e+27	0	0	0	0	0
1.9882799115189748e+33	83164479516.87985	1347572.146757053	63378270008.97762	0.0017847201201656902	137221391202.85175	6.159137847127245e+27	4.619353385345434e+27	0	1.5397844617818113e+27	0	0	0	0	0
1.9882737523811278e+33	87348336446.0224	1364209.9632014057	63308700009.0785	0.0018516448560697172	144124755135.93695	6.37726913803414e+27	4.7829518535256045e+27	0	1.594317284508535e+27	0	0	0	0	0
1.9882673751119897e+33	91697813110.9751	1380884.3320868846	63239130009.179375	0.0019203745779313957	151301391633.10892	6.60066068940274e+27	4.950495517052055e+27	0	1.650165172350685e+27	0	0	0	0	0
1.9882607744513002e+33	96217836197.21913	1397595.3722216005	63169560009.28024	0.0019909410623922042	158759429725.41156	6.829383270000569e+27	5.122037452500427e+27	0	1.7073458175001423e+27	0	0	0	0	0
1.9882539450680302e+33	100913437671.62181	1414343.2028880927	63099990009.3811	0.0020633764287709016	166507172158.17596	7.063507956138014e+27	5.297630967103511e+27	0	1.7658769890345035e+27	0	0	0	0	0
1.988246881560074e+33	105789756433.7328	1431127.9438451938	63030420009.48198	0.0021377131425167595	174553098115.65915	7.303106133212834e+27	5.477329599909626e+27	0	1.8257765333032086e+27	0	0	0	0	0
1.9882395784539406e+33	110852039990.57784	1447949.7153298815	62960850009.582855	0.0022139840186977087	182905865984.45343	7.548249497243237e+27	5.661187122932428e+27	0	1.8870623743108092e+27	0	0	0	0	0
1.9882320302044433e+33	116105646155.2809	1464808.6380591453	62891280009.68373	0.0022922222255238535	191574316156.21347	7.799010056419869e+27	5.849257542314902e+27	0	1.9497525141049673e+27	0	0	0	0	0
1.9882242311943867e+33	121556044769.84312	1481704.833231861	62821710009.7846	0.002372461287906692	200567473870.24115	8.055460132659789e+27	6.041595099494842e+27	0	2.0138650331649473e+27	0	0	0	0	0
1.988216175734254e+33	127208819452.40866	1498638.4225306606	62752140009.885475	0.002454735091054352	209894552096.4743	8.317672363160634e+27	6.238254272370475e+27	0	2.0794180907901585e+27	0	0	0	0	0
1.9882078580618908e+33	133069669369.36542	1515609.5281238281	62682570009.98634	0.0025390778841033455	219564954459.45294	8.585719701976466e+27	6.439289776482349e+27	0	2.1464299254941164e+27	0	0	0	0	0
1.988199272342189e+33	139144411032.61255	1532618.2726671835	62613000010.08722	0.002625524283787048	229588278203.8107	8.859675421578578e+27	6.644756566183933e+27	0	2.2149188553946445e+27	0	0	0	0	0
1.9881904126667672e+33	145438980122.34958	1549664.77930598	62543430010.18809	0.0027141092781413816	239974317201.8768	9.139613114437908e+27	6.854709835828431e+27	0	2.284903278609477e+27	0	0	0	0	0
1.9881812730536528e+33	151959433335.74084	1566749.171676812	62473860010.288956	0.0028048682302480926	250733065003.9724	9.425606694607716e+27	7.069205020955788e+27	0	2.356401673651929e+27	0	0	0	0	0
1.9881718474469582e+33	158711950261.80316	1583871.5739095109	62404290010.38983	0.0028978368820158674	261874717931.97522	9.717730399306289e+27	7.288297799479717e+27	0	2.4294325998265722e+27	0	0	0	0	0
1.9881621297165588e+33	165702835282.89896	1601032.1106290822	62334720010.49071	0.002993051357999959	273409678216.78326	1.0016058790523305e+28	7.512044092892479e+27	0	2.5040146976308264e+27	0	0	0	0	0
1.9881521136577684e+33	172938519503.17645	1618230.9069576105	62265150010.59158	0.003090548169260349	285348557180.24115	1.0320666756607618e+28	7.740500067455713e+27	0	2.5801666891519045e+27	0	0	0	0	0
1.9881417929910117e+33	180425562704.35083	1635468.0885161953	62195580010.69245	0.0031903642172591397	297702178462.17883	1.063162951387888e+28	7.97372213540916e+27	0	2.65790737846972e+27	0	0	0	0	0
1.988131161361498e+33	188170655329.19373	1652743.7814268856	62126010010.79332	0.003292536797797435	310481581293.1696	1.0949022608239022e+28	8.211766956179266e+27	0	2.7372556520597554e+27	0	0	0	0	0
1.9881202123388897e+33	196180620493.11234	1670058.1123146135	62056440010.89419	0.0033971036049920966	323698023813.6354	1.1272921916781917e+28	8.454691437586438e+27	0	2.818230479195479e+27	0	0	0	0	0
1.9881089394169728e+33	204462416024.2182	1687411.2083091538	61986870010.99506	0.003504102735292944	337362986439.96	1.1603403649429667e+28	8.70255273707225e+27	0	2.9008509123574167e+27	0	0	0	0	0
1.9880973360133233e+33	213023136532.26202	1704803.19704707	61917300011.09594	0.003613572691540575	351488175278.2323	1.1940544350546535e+28	8.955408262909901e+27	0	2.985136087636634e+27	0	0	0	0	0
1.9880853954689727e+33	221870015506.84372	1722234.2066736715	61847730011.196815	0.0037255523870653854	366085525586.2921	1.2284420900579017e+28	9.213315675434263e+27	0	3.0711052251447544e+27	0	0	0	0	0
1.988073111048072e+33	231010427445.30496	1739704.3658449894	61778160011.297676	0.003840081149828219	381167205284.75323	1.2635110517694803e+28	9.476332888271102e+27	0	3.158777629423701e+27	0	0	0	0	0
1.9880604759375545e+33	240451890010.69794	1757213.8037297348	61708590011.39855	0.003957198726602891	396745618517.65155	1.2992690759418635e+28	9.744518069563976e+27	0	3.248172689854659e+27	0	0	0	0	0
1.988047483246795e+33	250202066220.271	1774762.650011293	61639020011.49943	0.004076945287201325	412833409263.44714	1.3357239524297838e+28	1.0017929643223378e+28	0	3.3393098810744595e+27	0	0	0	0	0
1.9880341260072708e+33	260268766664.86383	1792351.0348896962	61569450011.6003	0.004199361428741376	429443464997.02527	1.372883505354094e+28	1.0296626290155706e+28	0	3.432208763385235e+27	0	0	0	0	0
1.9880203971722174e+33	270659951759.6614	1809979.0890836222	61499880011.70118	0.0043244881799580775	446588920403.4413	1.4107555932685276e+28	1.0580666949513958e+28	0	3.526888983171319e+27	0	0	0	0	0
1.9880062896162847e+33	281383734026.72766	1827646.9438323895	61430310011.80204	0.004452367005558583	464283161144.1006	1.4493481093262584e+28	1.0870110819946937e+28	0	3.623370273315646e+27	0	0	0	0	0
1.9879917961351915e+33	292448380409.75507	1845354.7308979535	61360740011.902916	0.004583039810621245	482539827676.0959	1.4886689814459575e+28	1.1165017360844682e+28	0	3.721672453614894e+27	0	0	0	0	0
1.9879769094453772e+33	303862314621.4938	1863102.5825669295	61291170012.003784	0.004716548945039503	501372819125.4647	1.5287261724812083e+28	1.1465446293609063e+28	0	3.821815431203021e+27	0	0	0	0	0
1.9879616221836523e+33	315634119524.2832	1880890.6316526008	61221600012.10466	0.004852937208010701	520796297215.06726	1.5695276803866497e+28	1.1771457602899872e+28	0	3.923819200966624e+27	0	0	0	0	0
1.9879459269068485e+33	327772539544.1625	1898719.0114969423	61152030012.205536	0.0049922478525705385	540824690247.86804	1.611081538387438e+28	1.2083111537905785e+28	0	4.027703845968595e+27	0	0	0	0	0
1.9879298160914647e+33	340286483119.0178	1916587.85597265	61082460012.306404	0.00513452459017355	561472697146.3794	1.6533958151483076e+28	1.2400468613612307e+28	0	4.133489537870769e+27	0	0	0	0	0
1.9879132821333133e+33	353185025181.2287	1934497.2994851694	61012890012.40728	0.005279811595320014	582755291549.0273	1.6964786149419852e+28	1.272358961206489e+28	0	4.241196537354963e+27	0	0	0	0	0
1.9878963173471638e+33	366477409675.3095	1952447.4769747483	60943320012.508156	0.005428153510229983	604687725964.2607	1.7403380778213334e+28	1.305253558366e+28	0	4.3508451945533335e+27	0	0	0	0	0
1.9878789139663855e+33	380173052110.9989	1970438.523918475	60873750012.60902	0.005579595449564589	627285535983.1482	1.7849823797876433e+28	1.3387367848407325e+28	0	4.4624559494691083e+27	0	0	0	0	0
1.9878610641425877e+33	394281542152.30975	1988470.5763323333	60804180012.70989	0.005734183005195378	650564544551.311	1.8304197329626818e+28	1.3728147997220112e+28	0	4.5760493324067044e+27	0	0	0	0	0
1.9878427599452582e+33	408812646243.02765	2006543.770773264	60734610012.81076	0.005891962251022069	674540866300.9956	1.876658385760067e+28	1.4074937893200503e+28	0	4.6916459644001674e+27	0	0	0	0	0
1.9878239933614007e+33	423776310269.1518	2024658.2443412237	60665040012.91164	0.006052979747839146	699230911944.1005	1.9237066230559241e+28	1.4427799672919432e+28	0	4.8092665576398103e+27	0	0	0	0	0
1.9878047562951702e+33	439182662258.8101	2042814.1346812663	60595470013.01251	0.006217282548252032	724651392727.0366	1.971572766363613e+28	1.4786795747727098e+28	0	4.9289319159090327e+27	0	0	0	0	0
1.9877850405675066e+33	455042015120.1358	2061011.5799856149	60525900013.11339	0.006384918201643018	750819324948.2241	2.020265174004031e+28	1.5151988805030234e+28	0	5.050662935010078e+27	0	0	0	0	0
1.9877648379157665e+33	471364869417.6494	2079250.7189957455	60456330013.214264	0.006555934759187712	777752034539.1215	2.0697922412800313e+28	1.5523441809600236e+28	0	5.174480603200078e+27	0	0	0	0	0
1.9877441399933537e+33	488161916187.67236	2097531.691004481	60386760013.31512	0.006730380778922434	805467161709.6594	2.1201624006500346e+28	1.5901218004875258e+28	0	5.300406001625086e+27	0	0	0	0	0
1.987722938369347e+33	505444039793.29553	2115854.635858078	60317190013.41599	0.006908305330862969	833982665658.9376	2.1713841219006965e+28	1.6285380914255224e+28	0	5.428460304751741e+27	0	0	0	0	0
1.9877012245281282e+33	523222320819.4824	2134219.69395834	60247620013.51687	0.007089758002175543	863316829352.146	2.2234659123240983e+28	1.6675994342430737e+28	0	5.558664780810246e+27	0	0	0	0	0
1.987678989869005e+33	541508039008.8143	2152627.006264721	60178050013.617744	0.007274788902400081	893488264364.5436	2.2764163168898673e+28	1.7073122376674005e+28	0	5.691040792224668e+27	0	0	0	0	0
1.987656225705836e+33	560312676238.4723	2171076.714296437	60108480013.71862	0.007463448668726656	924515915793.4792	2.3302439184217807e+28	1.7476829388163357e+28	0	5.825609796054452e+27	0	0	0	0	0
1.9876329232666518e+33	579647919539.0109	2189568.9601345924	60038910013.81949	0.00765578847132553	956419067239.3679	2.384957337773477e+28	1.7887180033301077e+28	0	5.962393344433692e+27	0	0	0	0	0
1.987609073693274e+33	599525664155.4852	2208103.8864242937	59969340013.92036	0.007851860018731206	989217345856.5505	2.4405652340028943e+28	1.8304239255021707e+28	0	6.101413085007236e+27	0	0	0	0	0
